"","prvblf","othblf","pubact","prvact","iden1","iden2","wave","sex","age","educ","work","ethnic","denom","marital","pubblf1","pubblf2","pubblf3","pubblf4","othblf2","pubact3","prvact2"
"991",10,1,3,1,1,2,2,"Male",51,"High School","Full Time","Hispanic","Catholic","Single",1,2,4,2,2,0,1
"992",10,1,1,1,1,1,2,"Female",27,"High School","Full Time","Black","Christian","Married",2,5,1,5,2,2,1
"993",9,1,2,1,1,1,2,"Female",25,"High School","Full Time","White","Christian","Single",1,2,5,1,2,2,1
"994",5,4,7,1,2,3,2,"Male",38,"High School","Full Time","White","None","Married",2,4,1,5,2,0,1
"995",10,1,1,1,1,1,2,"Male",60,"High School","Full Time","White","Christian","Married",1,1,2,1,2,2,3
"996",9,1,6,0,1,2,2,"Male",55,"High School","Unemployed","Other","None","Married",2,4,5,5,2,0,3
"997",-5,-5,-5,NA,-5,2,2,"Female",36,"High School","Full Time","White",NA,"Married",-5,-5,-5,-5,2,1,-5
"998",10,1,3,1,1,1,2,"Female",34,"High School","Other","Hispanic","Catholic","Married",2,4,2,2,2,1,1
"999",10,1,1,1,1,1,2,"Female",32,"High School","Full Time","White","Christian","Separated",1,2,5,2,2,1,1
"1000",9,2,2,1,1,1,2,"Male",35,"Some College","Full Time","Black","Catholic","Married",2,4,2,2,2,2,1
"1001",10,2,1,1,1,1,2,"Female",64,"High School","Full Time","White","Catholic","Separated",1,2,4,2,2,2,1
"1002",10,1,1,1,1,1,2,"Female",40,"High School","Other","Black","Other","Single",2,1,5,1,2,2,1
"1003",6,5,7,1,1,2,2,"Female",34,"High School","Full Time","White","Judaism","Married",3,5,5,5,2,0,1
"1004",10,2,2,1,1,1,2,"Male",43,"Primary School","Full Time","Hispanic","Other","Separated",2,1,5,1,2,2,1
"1005",10,1,3,1,1,2,2,"Male",27,"High School","Full Time","White","Catholic","Married",1,5,1,5,2,2,2
"1006",10,1,2,1,2,1,2,"Female",41,"High School","Housewife","White","None","Married",1,1,4,2,2,2,2
"1007",7,1,3,1,1,2,2,"Male",45,"High School","Full Time","White","Catholic","Married",3,4,2,4,2,2,3
"1008",10,1,1,1,1,1,2,"Male",59,"High School","Full Time","Black","None","Married",-2,4,5,4,2,2,1
"1009",10,1,7,1,1,3,2,"Female",28,"High School","Other","Hispanic","Catholic","Single",2,4,4,4,1,0,2
"1010",10,1,1,1,1,1,2,"Female",75,"High School","Full Time","White","Christian","Separated",2,4,5,1,2,2,1
"1011",3,5,4,1,2,3,2,"Male",50,"High School","Unemployed","Hispanic","Catholic","Single",3,5,1,5,2,0,3
"1012",8,1,6,1,2,2,2,"Male",47,"High School","Self Employed","White","None","Married",3,2,4,4,2,1,2
"1013",10,1,2,1,1,1,2,"Female",40,"High School","Full Time","White","Other","Married",1,1,5,1,2,2,2
"1014",6,1,6,1,2,3,2,"Female",57,"High School","Full Time","White","None","Separated",3,4,1,4,2,0,2
"1015",10,4,7,1,1,3,2,"Female",58,"High School","Other","White","Catholic","Separated",2,4,1,5,2,0,2
"1016",10,1,3,1,1,2,2,"Female",44,"High School","Full Time","Hispanic","Catholic","Single",3,4,1,4,1,2,2
"1017",-5,-5,-5,NA,-5,1,2,"Female",18,"High School","Full Time","Black",NA,"Single",-5,-5,-5,-5,-5,-5,-5
"1018",10,1,2,1,1,1,2,"Male",32,"High School","Full Time","White","Christian","Married",2,2,5,1,2,2,2
"1019",5,1,7,0,2,3,2,"Male",56,"High School","Other","White","None","Married",2,5,2,5,2,1,3
"1020",7,5,6,1,1,3,2,"Female",40,"Degree","Self Employed","Black","Christian","Separated",2,5,5,5,1,0,3
"1021",10,1,6,1,1,1,2,"Female",21,"High School","Full Time","Hispanic","None","Single",1,5,1,5,1,0,1
"1022",10,1,6,1,1,1,2,"Female",47,"High School","Unemployed","Black","Other","Single",1,4,2,1,2,2,1
"1023",-2,2,7,1,1,3,2,"Female",23,"High School","Full Time","White","None","Single",2,-2,-2,-2,1,0,-2
"1024",-2,1,-2,0,1,1,2,"Male",62,"High School","Full Time","Hispanic","Catholic","Separated",2,5,1,5,2,1,3
"1025",10,1,2,1,1,1,2,"Male",26,"High School","Other","White","Other","Married",2,4,4,2,2,2,1
"1026",9,1,3,1,1,2,2,"Female",50,"High School","Full Time","Black","Other","Married",2,5,4,4,2,2,3
"1027",4,5,5,0,2,2,2,"Female",35,"High School","Full Time","White","None","Married",2,4,4,4,2,0,1
"1028",10,1,1,1,1,1,2,"Female",70,"High School","Unemployed","White","Christian","Widowed",2,4,4,2,2,2,1
"1029",8,1,4,1,1,2,2,"Male",40,"High School","Self Employed","White","Judaism","Married",2,4,4,4,2,2,2
"1030",10,1,2,1,1,1,2,"Female",68,"High School","Housewife","White","Christian","Married",1,4,2,4,2,2,2
"1031",3,3,3,1,1,3,2,"Male",53,"Some College","Self Employed","White","Other","Separated",2,4,1,5,2,0,2
"1032",-5,-5,-5,NA,-5,2,2,"Female",61,"High School","Unemployed","White",NA,"Married",-5,-5,-5,-5,-5,1,-5
"1033",7,2,6,1,1,2,2,"Male",52,"High School","Full Time","White","Christian","Separated",2,4,4,4,1,1,2
"1034",6,1,2,1,2,3,2,"Male",21,"High School","Full Time","White","None","Single",2,5,5,5,2,2,2
"1035",10,2,2,1,1,1,2,"Female",39,"High School","Housewife","Hispanic","Catholic","Married",1,4,2,4,2,2,1
"1036",10,1,2,1,1,1,2,"Female",46,"High School","Self Employed","Black","Other","Married",2,1,2,1,2,2,2
"1037",6,10,1,0,3,4,2,"Male",20,"High School","Full Time","White","None","Single",3,4,1,5,2,0,1
"1038",-5,-5,-5,NA,-5,1,2,"Male",22,"Primary School","Full Time","Black","None","Single",2,-5,-5,-5,2,0,1
"1039",1,1,2,0,1,3,2,"Female",47,"High School","Other","White","Christian","Separated",1,5,5,5,1,0,1
"1040",-2,-2,-2,NA,-2,1,2,"Male",35,"High School","Self Employed","White",NA,"Married",2,-2,-2,-2,2,0,-2
"1041",5,5,7,0,2,1,2,"Male",38,"High School","Other","White","None","Single",4,4,4,4,1,1,4
"1042",10,1,2,1,1,1,2,"Male",74,"High School","Unemployed","White","Christian","Married",1,4,2,2,2,2,2
"1043",10,1,2,1,1,1,2,"Male",60,"High School","Unemployed","White","Catholic","Married",1,2,1,1,2,2,2
"1044",6,5,6,0,2,2,2,"Female",19,"High School","Housewife","White","None","Single",4,4,4,4,2,1,3
"1045",10,1,1,1,1,1,2,"Female",71,"High School","Full Time","White","Christian","Widowed",2,2,5,2,2,2,1
"1046",10,1,7,1,1,1,2,"Male",37,"High School","Full Time","White","None","Married",3,1,4,4,2,2,2
"1047",1,10,7,0,3,4,2,"Male",43,"High School","Other","Other","None","Married",4,5,1,5,2,0,1
"1048",10,5,7,1,2,1,2,"Female",49,"High School","Housewife","Hispanic","None","Married",3,4,4,4,2,0,1
"1049",6,2,7,1,2,3,2,"Male",44,"Primary School","Other","White","None","Married",-2,4,4,4,1,0,2
"1050",5,2,4,1,1,3,2,"Female",55,"High School","Other","White","Catholic","Married",3,5,1,4,1,1,2
"1051",10,1,2,1,1,1,2,"Female",79,"High School","Unemployed","White","Catholic","Widowed",1,4,2,2,2,2,2
"1052",10,2,2,1,1,1,2,"Male",76,"High School","Unemployed","White","Catholic","Married",1,4,4,4,2,2,2
"1053",10,1,6,1,2,3,2,"Male",19,"High School","Unemployed","Hispanic","None","Single",4,4,1,5,2,0,2
"1054",7,2,3,1,1,2,2,"Female",32,"Some College","Full Time","White","Judaism","Married",2,5,5,5,2,2,2
"1055",10,1,5,1,1,1,2,"Male",63,"High School","Unemployed","White","Christian","Separated",1,4,4,2,2,1,2
"1056",10,2,6,1,1,3,2,"Female",29,"High School","Full Time","White","None","Married",3,4,4,4,2,0,1
"1057",9,1,2,1,1,2,2,"Male",88,"High School","Self Employed","White","Catholic","Married",1,4,1,4,2,2,2
"1058",5,1,3,1,1,1,2,"Female",29,"High School","Full Time","White","Catholic","Married",-2,4,4,4,2,1,1
"1059",9,1,2,1,1,2,2,"Male",33,"High School","Self Employed","White","Christian","Married",2,4,2,2,2,2,2
"1060",10,1,2,1,1,1,2,"Female",58,"High School","Full Time","White","Catholic","Separated",2,4,2,4,2,2,2
"1061",10,1,2,1,1,1,2,"Male",38,"High School","Self Employed","Hispanic","Catholic","Single",2,4,4,4,1,2,2
"1062",10,1,2,1,1,1,2,"Female",50,"High School","Other","White","Christian","Married",2,5,1,5,2,2,1
"1063",8,3,7,1,2,2,2,"Female",38,"High School","Housewife","White","None","Married",3,5,1,5,2,0,2
"1064",10,1,1,1,1,1,2,"Male",34,"High School","Full Time","White","Christian","Married",2,1,4,2,2,2,1
"1065",10,1,2,1,1,1,2,"Female",50,"High School","Full Time","White","Christian","Separated",2,1,-2,-2,2,2,1
"1066",1,1,7,1,3,4,2,"Male",41,"Degree","Self Employed","White","None","Married",4,5,1,5,2,0,1
"1067",9,1,1,1,1,1,2,"Male",18,"High School","Full Time","White","Catholic","Single",1,4,4,4,2,2,2
"1068",8,1,7,1,1,2,2,"Male",50,"High School","Full Time","White","Catholic","Married",3,4,1,4,2,0,2
"1069",5,7,2,0,2,3,2,"Male",18,"High School","Other","Other","None","Single",2,5,4,4,2,0,2
"1070",10,1,7,1,1,1,2,"Male",40,"High School","Self Employed","White","Other","Single",3,2,4,2,1,1,3
"1071",10,1,2,1,1,1,2,"Male",51,"High School","Full Time","White","Catholic","Separated",1,1,4,1,2,2,1
"1072",10,1,6,1,1,2,2,"Male",51,"High School","Full Time","White","Christian","Married",2,4,5,4,2,0,2
"1073",8,1,7,1,1,3,2,"Female",51,"High School","Unemployed","White","None","Married",2,4,2,4,2,0,3
"1074",10,1,2,1,1,1,2,"Female",30,"High School","Other","White","Christian","Single",2,4,2,4,1,1,1
"1075",9,1,1,1,1,1,2,"Male",37,"High School","Full Time","Other","Christian","Married",1,1,2,1,2,2,2
"1076",8,4,7,1,2,3,2,"Male",33,"High School","Full Time","Other","None","Married",2,4,4,-2,2,0,3
"1077",10,3,5,1,1,1,2,"Male",18,"High School","Other","White","Other","Single",2,2,4,2,2,0,2
"1078",1,2,7,1,2,4,2,"Female",44,"High School","Full Time","White","None","Single",4,5,1,5,1,0,1
"1079",10,2,2,1,2,2,2,"Female",39,"High School","Full Time","Hispanic","Catholic","Married",3,4,2,4,2,2,2
"1080",9,6,2,1,1,1,2,"Female",65,"High School","Housewife","Hispanic","Catholic","Married",2,4,4,4,2,1,2
"1081",8,1,4,1,1,3,2,"Female",32,"Some College","Full Time","White","Christian","Married",3,5,1,5,2,1,1
"1082",6,5,4,0,2,3,2,"Male",34,"High School","Full Time","White","Catholic","Married",2,4,4,4,2,0,1
"1083",10,1,2,1,1,1,2,"Female",36,"High School","Housewife","White","Other","Married",1,4,1,2,2,2,1
"1084",10,1,4,1,1,2,2,"Female",46,"High School","Housewife","White","Christian","Married",2,5,2,4,2,1,2
"1085",10,1,1,1,1,1,2,"Female",57,"Primary School","Other","Black","Other","Widowed",1,1,2,4,2,2,1
"1086",10,1,1,1,1,1,2,"Female",43,"High School","Full Time","White","Other","Married",4,4,4,4,2,2,1
"1087",8,1,4,1,1,3,2,"Male",35,"High School","Full Time","White","Christian","Single",3,5,4,4,2,1,3
"1088",10,1,1,1,1,1,2,"Female",64,"High School","Unemployed","White","Christian","Married",1,1,2,1,2,2,2
"1089",-5,-5,-5,NA,-5,4,2,"Female",22,"High School","Housewife","White",NA,"Married",3,-5,-5,-5,2,0,-5
"1090",10,1,1,1,1,1,2,"Female",18,"High School","Unemployed","White","Other","Single",2,4,4,4,2,2,1
"1091",10,1,2,1,1,2,2,"Male",31,"High School","Full Time","White","Christian","Married",2,4,1,5,1,2,1
"1092",10,1,6,1,2,2,2,"Male",61,"High School","Full Time","Hispanic","Catholic","Married",3,4,4,1,2,1,1
"1093",10,1,2,1,1,1,2,"Female",19,"High School","Full Time","White","Other","Single",1,2,2,2,1,2,2
"1094",5,5,7,0,2,3,2,"Female",38,"High School","Full Time","White","Catholic","Married",3,5,1,5,2,1,4
"1095",10,1,6,1,1,3,2,"Female",43,"High School","Other","Black","None","Single",3,4,4,4,2,1,1
"1096",9,2,3,1,1,1,2,"Female",50,"High School","Full Time","White","Christian","Separated",2,4,4,4,2,2,1
"1097",-5,-5,-5,NA,-5,1,2,"Female",31,"High School","Full Time","White",NA,"Married",1,-5,-5,-5,1,2,-5
"1098",5,1,4,1,1,3,2,"Female",18,"High School","Full Time","White","Catholic","Single",2,4,4,4,2,1,2
"1099",7,3,4,0,2,3,2,"Male",20,"High School","Unemployed","Other","Other","Single",3,4,5,4,2,1,3
"1100",10,1,2,1,1,1,2,"Female",42,"High School","Full Time","White","Christian","Married",2,4,1,5,2,2,1
"1101",9,1,4,1,1,3,2,"Female",54,"High School","Unemployed","White","None","Married",3,2,1,4,2,1,1
"1102",2,8,7,0,2,4,2,"Male",43,"High School","Full Time","White","Catholic","Married",3,5,1,5,2,0,3
"1103",10,1,2,1,1,1,2,"Male",25,"High School","Full Time","White","Christian","Married",1,1,5,1,2,2,1
"1104",4,1,3,0,2,3,2,"Male",36,"High School","Full Time","White","Catholic","Married",3,4,4,2,2,1,2
"1105",10,1,1,1,1,1,2,"Male",27,"High School","Full Time","White","Other","Married",2,2,5,2,2,2,1
"1106",10,1,2,0,1,1,2,"Male",53,"Primary School","Full Time","Hispanic","None","Married",4,1,1,5,2,0,1
"1107",9,5,4,1,1,2,2,"Male",35,"High School","Self Employed","White","Catholic","Single",2,4,4,4,2,1,2
"1108",7,-5,2,0,1,3,2,"Male",76,"Some College","Unemployed","Hispanic","None","Married",1,1,1,2,-2,2,1
"1109",7,8,7,1,1,3,2,"Male",40,"High School","Full Time","White","None","Single",2,4,5,2,2,0,2
"1110",10,1,1,1,1,1,2,"Female",39,"High School","Housewife","White","Christian","Married",1,1,5,1,2,2,1
"1111",6,10,7,1,1,-2,2,"Male",51,"High School","Other","Other","Christian","Single",1,1,2,1,2,1,2
"1112",1,3,7,0,3,4,2,"Female",24,"High School","Full Time","White","None","Single",4,5,2,5,2,0,4
"1113",10,2,2,1,1,1,2,"Male",28,"High School","Full Time","White","Other","Married",1,4,4,2,2,2,2
"1114",8,1,5,1,1,2,2,"Female",53,"High School","Self Employed","White","Christian","Married",2,4,5,4,2,1,2
"1115",10,1,1,1,1,1,2,"Male",43,"High School","Full Time","White","Christian","Married",1,4,4,4,2,2,1
"1116",10,1,4,1,1,1,2,"Female",55,"Some College","Unemployed","White","Judaism","Married",3,4,1,5,2,1,2
"1117",10,1,5,1,1,2,2,"Female",70,"High School","Unemployed","Hispanic","Christian","Married",2,4,5,4,2,1,2
"1118",10,5,2,1,1,1,2,"Female",47,"High School","Full Time","Black","Other","Widowed",2,4,4,4,2,2,1
"1119",10,1,2,1,1,1,2,"Female",67,"High School","Unemployed","Hispanic","Catholic","Widowed",2,1,1,1,2,2,2
"1120",4,-2,2,1,1,1,2,"Male",33,"High School","Unemployed","Black","None","Married",1,1,4,1,2,2,1
"1121",5,1,6,1,2,2,2,"Female",46,"High School","Other","Other","None","Separated",2,4,2,2,2,0,2
"1122",10,1,2,1,1,2,2,"Male",32,"High School","Full Time","White","Christian","Married",3,2,4,2,2,2,1
"1123",10,1,3,1,1,1,2,"Male",43,"High School","Self Employed","Other","Christian","Married",2,4,4,1,2,2,2
"1124",10,1,2,1,1,1,2,"Male",46,"Some College","Full Time","White","Catholic","Married",2,5,5,2,2,2,1
"1125",-5,-5,-5,NA,-5,3,2,"Female",40,"High School","Full Time","White",NA,"Single",3,-5,-5,-5,1,1,-5
"1126",10,1,2,1,1,1,2,"Male",42,"High School","Self Employed","Hispanic","Christian","Separated",2,1,1,2,2,2,1
"1127",10,3,4,1,1,2,2,"Female",56,"Degree","Self Employed","White","Judaism","Single",3,4,1,5,2,0,1
"1128",10,1,3,1,1,1,2,"Female",66,"High School","Unemployed","White","Christian","Separated",2,4,4,2,2,2,2
"1129",9,1,7,1,1,2,2,"Male",42,"Primary School","Full Time","White","None","Married",2,4,1,4,2,1,2
"1130",10,1,3,1,1,1,2,"Male",54,"High School","Unemployed","Other","None","Widowed",1,4,5,2,2,0,1
"1131",3,1,6,1,3,3,2,"Male",31,"High School","Full Time","Black","None","Single",3,4,4,4,2,0,1
"1132",10,5,5,1,1,1,2,"Female",56,"High School","Full Time","White","None","Married",2,2,2,1,2,0,2
"1133",10,1,2,1,1,2,2,"Male",76,"High School","Unemployed","White","Christian","Married",1,4,1,1,2,2,1
"1134",6,1,4,0,2,1,2,"Male",47,"Primary School","Other","White","Catholic","Separated",3,1,5,5,2,0,1
"1135",10,1,1,1,1,1,2,"Female",64,"Some College","Self Employed","White","Catholic","Single",1,1,5,2,2,2,1
"1136",8,1,7,1,2,3,2,"Female",34,"High School","Full Time","White","None","Separated",4,4,4,5,2,0,2
"1137",10,4,6,0,1,3,2,"Male",44,"High School","Full Time","White","Catholic","Married",3,4,2,4,2,1,2
"1138",5,1,7,0,2,3,2,"Male",31,"High School","Full Time","White","Christian","Married",3,4,4,4,2,1,1
"1139",3,1,7,0,2,2,2,"Male",45,"High School","Full Time","White","Catholic","Married",2,4,2,4,2,0,1
"1140",10,6,7,1,1,3,2,"Female",48,"High School","Full Time","White","Catholic","Married",3,4,1,4,2,1,1
"1141",10,1,4,1,1,1,2,"Male",47,"Primary School","Other","White","Christian","Married",2,4,4,2,1,1,2
"1142",7,5,7,1,2,3,2,"Male",32,"High School","Full Time","White","None","Married",2,4,4,4,2,1,4
"1143",10,1,3,1,1,1,2,"Female",52,"Primary School","Housewife","Hispanic","Catholic","Married",2,4,4,4,2,0,1
"1144",10,1,2,1,2,2,2,"Female",61,"High School","Unemployed","Hispanic","Catholic","Single",2,4,5,5,2,2,2
"1145",10,1,6,1,1,1,2,"Female",30,"High School","Other","White","None","Separated",1,5,2,5,2,0,1
"1146",10,4,2,1,1,1,2,"Male",44,"High School","Full Time","Black","Christian","Married",2,1,5,1,2,2,1
"1147",10,1,2,1,1,1,2,"Female",42,"High School","Full Time","White","Catholic","Married",2,4,5,5,2,2,1
"1148",10,5,7,1,1,2,2,"Female",31,"High School","Unemployed","Hispanic","Other","Married",3,5,1,4,2,0,2
"1149",6,1,5,1,2,2,2,"Female",21,"High School","Full Time","White","Catholic","Single",1,2,2,2,2,1,1
"1150",8,1,7,1,1,3,2,"Female",46,"High School","Full Time","White","None","Married",3,5,1,4,2,0,1
"1151",4,1,7,0,2,3,2,"Female",45,"High School","Unemployed","White","None","Separated",4,5,-2,4,2,0,2
"1152",10,5,2,1,1,2,2,"Male",24,"High School","Unemployed","Hispanic","Catholic","Married",3,4,2,4,2,0,1
"1153",10,1,6,1,2,3,2,"Female",26,"High School","Unemployed","White","None","Single",2,4,4,4,1,0,1
"1154",1,1,7,0,3,4,2,"Male",47,"High School","Full Time","White","None","Married",3,4,2,4,2,0,2
"1155",6,1,6,0,2,3,2,"Male",34,"High School","Full Time","White","None","Married",2,4,4,2,2,0,2
"1156",8,1,7,1,1,3,2,"Male",54,"High School","Full Time","Black","None","Married",3,5,1,5,2,0,2
"1157",6,1,7,1,2,4,2,"Female",49,"High School","Full Time","White","Christian","Married",3,5,1,5,2,0,2
"1158",10,1,1,1,1,1,2,"Female",71,"High School","Housewife","White","Other","Married",1,1,2,2,2,2,1
"1159",10,1,2,1,1,1,2,"Female",78,"High School","Unemployed","White","Christian","Widowed",1,4,4,4,2,2,2
"1160",10,1,7,1,1,-2,2,"Female",33,"High School","Other","White","None","Separated",2,4,4,2,2,1,2
"1161",10,1,6,1,1,1,2,"Female",45,"High School","Other","Black","Catholic","Single",2,1,4,2,2,1,1
"1162",10,1,2,1,1,1,2,"Female",27,"High School","Housewife","White","Christian","Married",1,4,4,1,2,2,1
"1163",5,1,4,0,2,4,2,"Male",54,"High School","Full Time","White","Christian","Married",3,4,1,1,2,1,2
"1164",10,2,2,1,1,1,2,"Female",50,"Some College","Full Time","White","Christian","Married",2,4,4,2,2,2,1
"1165",10,1,7,1,1,2,2,"Female",43,"High School","Housewife","White","Other","Married",3,1,1,2,2,0,1
"1166",1,1,5,1,1,1,2,"Female",37,"High School","Full Time","Hispanic","Other","Separated",1,4,5,2,2,0,1
"1167",10,1,4,1,1,2,2,"Female",58,"High School","Full Time","White","Catholic","Widowed",2,4,2,2,2,1,1
"1168",10,3,3,1,1,1,2,"Male",35,"High School","Full Time","White","Other","Married",1,1,4,1,2,1,2
"1169",10,1,3,1,1,1,2,"Female",49,"High School","Full Time","White","None","Married",2,2,2,2,2,0,1
"1170",3,1,7,0,2,4,2,"Male",75,"High School","Unemployed","White","None","Widowed",3,4,1,1,2,0,2
"1171",8,1,7,0,3,4,2,"Female",40,"High School","Self Employed","White","None","Married",2,4,4,4,2,0,2
"1172",9,1,4,1,1,2,2,"Male",34,"High School","Full Time","White","Christian","Married",2,5,2,4,2,1,4
"1173",10,1,6,1,1,1,2,"Female",68,"High School","Unemployed","White","Catholic","Married",2,4,1,5,2,0,2
"1174",10,1,2,1,1,1,2,"Male",56,"High School","Full Time","Black","Christian","Single",2,1,5,1,2,2,1
"1175",9,1,7,1,2,1,2,"Male",64,"High School","Unemployed","White","Christian","Married",3,1,1,1,2,1,2
"1176",10,1,3,1,1,1,2,"Female",18,"High School","Housewife","White","Christian","Married",2,4,4,1,2,1,2
"1177",1,5,3,0,3,3,2,"Female",82,"High School","Unemployed","White","Judaism","Separated",4,5,1,5,1,1,1
"1178",10,1,1,1,1,1,2,"Male",27,"High School","Full Time","White","Other","Married",1,2,5,1,2,1,2
"1179",10,1,1,1,1,1,2,"Male",69,"High School","Unemployed","White","Christian","Married",1,1,5,1,2,2,1
"1180",9,1,2,1,1,1,2,"Female",30,"High School","Housewife","White","Christian","Married",2,5,4,2,2,2,3
"1181",5,1,7,0,2,3,2,"Male",46,"High School","Self Employed","White","None","Single",3,4,1,5,1,0,2
"1182",9,1,3,0,1,2,2,"Female",37,"High School","Self Employed","White","None","Married",3,4,4,4,2,1,1
"1183",10,1,7,1,1,1,2,"Male",50,"High School","Self Employed","White","Christian","Married",2,1,1,1,2,0,3
"1184",10,1,7,1,1,1,2,"Female",55,"High School","Full Time","White","Catholic","Separated",3,2,2,2,2,1,1
"1185",10,5,5,1,2,3,2,"Male",30,"High School","Full Time","Black","None","Married",3,4,4,4,2,1,1
"1186",8,1,6,1,1,2,2,"Male",43,"High School","Full Time","White","Catholic","Married",2,4,2,5,1,1,1
"1187",2,1,7,1,2,3,2,"Male",33,"Degree","Full Time","White","None","Single",4,5,1,5,1,0,2
"1188",10,1,2,1,1,1,2,"Male",41,"High School","Full Time","White","Catholic","Married",2,4,4,1,2,2,1
"1189",10,1,2,1,1,1,2,"Female",21,"High School","Self Employed","White","Other","Single",2,5,4,4,2,2,1
"1190",10,1,3,1,1,1,2,"Male",42,"High School","Other","White","Other","Single",3,1,2,1,2,1,1
"1191",10,1,2,1,1,1,2,"Female",29,"High School","Full Time","White","Other","Single",2,1,5,2,1,2,1
"1192",10,1,4,1,1,1,2,"Male",51,"High School","Other","White","None","Married",2,1,2,1,2,1,1
"1193",10,1,2,1,1,1,2,"Male",75,"High School","Unemployed","Other","Christian","Married",2,2,2,4,2,2,1
"1194",10,1,2,1,1,1,2,"Male",35,"High School","Full Time","Black","None","Married",2,2,2,2,2,2,1
"1195",7,1,4,1,2,1,2,"Female",26,"High School","Housewife","Hispanic","Catholic","Married",1,1,1,1,1,1,2
"1196",10,1,6,1,1,1,2,"Male",40,"High School","Full Time","Hispanic","Catholic","Married",2,2,1,5,2,1,2
"1197",10,1,3,1,1,1,2,"Male",47,"High School","Full Time","Hispanic","Other","Separated",2,4,4,2,2,1,1
"1198",-5,-5,-5,NA,-5,2,2,"Male",50,"High School","Self Employed","White",NA,"Married",-5,-5,-5,-5,-5,-5,-5
"1199",10,1,5,1,1,2,2,"Female",23,"High School","Full Time","Hispanic","Catholic","Single",2,4,2,4,2,1,1
"1200",10,1,5,1,1,1,2,"Male",82,"High School","Unemployed","White","Christian","Married",2,4,1,5,2,1,3
"1201",9,1,2,1,1,1,2,"Female",72,"High School","Unemployed","White","Christian","Widowed",3,5,4,4,2,2,2
"1202",1,2,7,0,3,4,2,"Female",22,"High School","Full Time","White","None","Married",4,5,1,5,2,0,4
"1203",7,4,4,1,1,2,2,"Female",41,"High School","Housewife","White","Catholic","Married",3,4,2,4,2,1,2
"1204",10,1,2,1,1,1,2,"Female",59,"Degree","Full Time","White","Christian","Separated",2,4,1,4,2,2,2
"1205",10,1,2,1,1,1,2,"Female",59,"High School","Housewife","Hispanic","Catholic","Married",2,5,5,5,2,0,1
"1206",10,10,1,1,1,1,2,"Female",55,"High School","Other","Black","None","Separated",2,5,1,1,2,2,1
"1207",2,2,7,1,2,3,2,"Male",28,"Some College","Full Time","Hispanic","None","Single",4,5,1,5,2,0,1
"1208",1,1,7,0,2,4,2,"Male",34,"High School","Full Time","White","None","Married",4,5,5,5,2,0,2
"1209",8,4,3,1,2,2,2,"Female",22,"High School","Unemployed","Black","Other","Single",3,1,4,4,2,0,1
"1210",10,1,7,1,1,1,2,"Female",71,"High School","Unemployed","White","Christian","Single",1,4,2,4,2,0,1
"1211",8,1,3,1,1,2,2,"Male",33,"Some College","Full Time","White","Catholic","Married",2,4,4,2,2,1,3
"1212",4,1,6,0,2,3,2,"Male",21,"High School","Full Time","White","Christian","Single",3,5,1,5,2,0,3
"1213",10,3,1,1,1,1,2,"Male",55,"Some College","Full Time","White","Christian","Married",1,4,5,2,2,2,1
"1214",9,1,2,1,1,1,2,"Male",53,"High School","Self Employed","White","Judaism","Married",2,4,2,5,2,2,1
"1215",10,1,2,1,1,1,2,"Male",54,"High School","Full Time","Hispanic","None","Married",1,1,5,1,2,2,1
"1216",10,1,2,1,1,1,2,"Female",44,"High School","Housewife","White","Other","Single",4,4,1,5,2,2,1
"1217",10,1,1,1,1,1,2,"Female",56,"Primary School","Other","Black",NA,"Separated",1,1,2,2,2,2,1
"1218",-2,6,2,NA,2,1,2,"Male",35,"Some College","Full Time","White","Christian","Married",-2,4,1,4,1,1,-2
"1219",10,1,2,1,1,1,2,"Female",27,"High School","Housewife","White","Other","Married",2,1,5,1,2,2,2
"1220",10,1,2,1,1,1,2,"Male",34,"Some College","Full Time","White","Christian","Married",3,2,5,2,2,2,1
"1221",10,1,2,1,1,1,2,"Male",53,"High School","Full Time","White","Catholic","Married",1,1,2,1,2,2,1
"1222",10,1,2,1,1,1,2,"Female",48,"Primary School","Other","Hispanic","Catholic","Married",1,4,1,4,1,2,3
"1223",5,5,4,1,1,2,2,"Female",27,"High School","Full Time","Hispanic","None","Married",1,2,2,2,1,1,1
"1224",10,1,6,1,1,1,2,"Female",49,"High School","Other","Black","Other","Single",2,4,2,2,2,0,2
"1225",10,10,1,1,1,1,2,"Female",22,"High School","Other","Black","None","Single",4,5,5,5,1,0,1
"1226",10,1,2,1,1,1,2,"Female",24,"High School","Full Time","Other","Other","Married",1,4,4,4,2,2,1
"1227",8,7,7,1,2,3,2,"Male",26,"High School","Full Time","Black","None","Married",1,4,2,2,2,1,2
"1228",10,1,2,1,1,2,2,"Female",34,"High School","Housewife","White","Other","Married",3,4,1,5,2,2,1
"1229",9,1,6,1,1,1,2,"Male",41,"High School","Self Employed","Hispanic","Christian","Single",2,2,2,2,2,2,2
"1230",-5,-5,-5,NA,-5,1,2,"Female",27,"High School","Unemployed","Other",NA,"Single",1,-5,-5,-5,2,2,-5
"1231",-2,-2,7,NA,-2,4,2,"Male",25,"High School","Full Time","White","None","Married",-2,-2,-2,-2,2,0,4
"1232",10,1,1,1,1,1,2,"Female",18,"High School","Full Time","White","None","Single",3,4,4,4,1,2,1
"1233",10,1,1,1,1,1,2,"Male",30,"High School","Full Time","Black","Other","Married",1,4,5,1,2,2,1
