"","X","prvblf","othblf","pubact","prvact","iden1","iden2","wave","sex","age","educ","work","ethnic","denom","marital","pubblf1","pubblf2","pubblf3","pubblf4","prvblf2","prvblf3","prvblf4","othblf2","pubact2","prvact2","pubact3"
"292",292,9,9,5,1,2,3,"1","Female",39,"Degree","Housewife","White","Other","Married",2,4,4,2,1,1,1,2,1,2,NA
"294",294,9,9,5,1,2,3,"1","Female",38,"Some College","Full Time","White","Catholic","Separated",2,3,3,3,1,1,1,2,1,1,NA
"295",295,7,9,5,1,2,3,"1","Female",74,"Primary School","Unemployed","White","Christian","Widowed",2,4,4,2,1,1,1,2,1,1,NA
"296",296,0,9,2,0,2,2,"1","Female",58,"Primary School","Full Time","White","Catholic","Separated",2,4,3,3,1,1,1,2,2,1,NA
"297",297,9,9,6,1,2,3,"1","Female",68,"Some College","Unemployed","White","Christian","Widowed",1,3,4,3,1,1,1,2,1,2,NA
"298",298,9,7,3,1,2,3,"1","Female",20,"Primary School","Full Time","White","Other","Single",1,1,2,2,1,1,1,2,2,2,NA
"299",299,9,9,6,1,2,3,"1","Female",34,"Some College","Housewife","White","Christian","Married",2,4,5,1,1,1,1,2,1,1,NA
"300",300,9,9,5,1,2,3,"1","Male",38,"Degree","Full Time","Hispanic","Catholic","Married",2,4,2,4,1,1,1,2,1,1,NA
"301",301,5,9,0,0,1,2,"1","Female",28,"Degree","Full Time","White","Catholic","Single",3,4,4,4,1,1,1,2,1,2,NA
"302",302,7,9,4,1,2,2,"1","Male",64,"Primary School","Unemployed","White","Catholic","Married",2,3,2,3,1,1,1,2,1,2,NA
"303",303,4,9,4,1,2,2,"1","Female",65,"Some College","Housewife","White","Christian","Married",2,4,2,4,1,2,1,2,1,1,NA
"304",304,9,4,6,1,2,3,"1","Male",27,"Primary School","Full Time","Black","Other","Single",3,2,2,2,1,1,1,2,1,1,NA
"305",305,8,8,0,1,2,1,"1","Female",49,"Degree","Part Time","White","Christian","Married",2,4,4,2,1,1,1,2,2,1,NA
"306",306,9,9,5,1,2,3,"1","Female",64,"Degree","Unemployed","White","Catholic","Widowed",2,2,4,4,1,1,1,2,1,1,NA
"308",308,9,7,5,1,2,3,"1","Male",49,"Degree","Full Time","White","Catholic","Married",2,2,2,2,1,1,1,2,1,1,NA
"309",309,9,9,3,1,2,3,"1","Female",60,"Primary School","Part Time","White","Catholic","Married",2,3,2,2,1,1,1,2,2,1,NA
"311",311,9,9,1,1,2,3,"1","Female",61,"Degree","Unemployed","White","Catholic","Married",2,3,1,5,1,1,1,2,2,1,NA
"312",312,7,7,5,1,2,2,"1","Female",40,"High School","Part Time","White","Catholic","Married",2,3,2,3,1,1,1,2,1,2,NA
"313",313,7,4,3,0,2,3,"1","Male",24,"Some College","Part Time","White","Catholic","Single",2,3,2,3,1,1,1,2,1,2,NA
"314",314,2,9,0,1,1,1,"1","Female",41,"High School","Part Time","White","Catholic","Married",3,3,4,2,1,-1,1,2,2,2,NA
"315",315,9,9,6,1,2,3,"1","Female",56,"Degree","Part Time","White","Catholic","Married",2,2,4,2,1,1,1,2,1,1,NA
"316",316,9,9,5,1,2,2,"1","Female",45,"Degree","Part Time","White","Catholic","Married",2,3,2,3,1,1,1,2,1,2,NA
"317",317,9,9,1,1,2,2,"1","Male",35,"Some College","Self Employed","White","Catholic","Single",2,3,5,1,1,1,1,2,2,1,NA
"318",318,2,9,3,1,2,2,"1","Male",51,"High School","Full Time","White","Catholic","Married",2,1,2,1,1,1,1,2,2,2,NA
"319",319,9,9,5,1,2,3,"1","Female",57,"Some College","Unemployed","Black","Christian","Widowed",1,1,2,1,1,1,1,2,2,1,NA
"321",321,6,9,1,1,2,2,"1","Male",64,"Primary School","Full Time","White","Catholic","Married",3,4,3,3,1,2,1,2,2,2,NA
"322",322,9,1,5,1,2,3,"1","Male",51,"Degree","Full Time","Black","Christian","Married",1,2,4,1,1,1,1,2,1,2,NA
"323",323,8,6,3,1,2,2,"1","Male",31,"Degree","Self Employed","White","Catholic","Single",2,5,4,4,1,1,1,1,1,1,NA
"324",324,6,5,0,1,2,1,"1","Female",23,"High School","Part Time","White","Catholic","Single",2,5,1,5,1,2,1,2,2,2,NA
"325",325,9,9,5,1,2,3,"1","Female",49,"Degree","Self Employed","White","Catholic","Married",1,3,4,2,1,1,1,2,1,2,NA
"327",327,7,9,4,1,2,1,"1","Male",36,"Degree","Full Time","White","Christian","Married",3,4,3,4,1,1,1,2,1,1,NA
"330",330,9,7,5,1,2,3,"1","Female",57,"High School","Unemployed","White","Catholic","Married",2,1,3,1,1,1,1,2,2,2,NA
"331",331,9,9,5,1,2,3,"1","Female",18,"High School","Other","Black","Other","Single",1,3,3,2,1,1,1,2,1,1,NA
"332",332,0,9,5,1,1,2,"1","Male",55,"Degree","Full Time","White","Christian","Married",2,4,1,4,2,2,2,-1,1,2,NA
"333",333,7,5,4,1,2,2,"1","Male",51,"Some College","Full Time","White","Catholic","Married",2,4,1,4,1,1,1,2,1,3,NA
"334",334,9,9,5,1,2,3,"1","Male",42,"Degree","Other","White","Catholic","Single",2,3,4,2,1,1,1,2,1,2,NA
"335",335,9,9,3,1,2,3,"1","Male",42,"Some College","Full Time","White","Catholic","Married",1,3,3,2,1,1,1,2,1,1,NA
"336",336,7,7,4,1,2,2,"1","Male",51,"High School","Full Time","White","Catholic","Separated",2,3,1,3,1,1,1,2,1,2,NA
"338",338,4,9,4,1,2,2,"1","Female",43,"Degree","Housewife","White","Other","Married",2,5,1,5,1,1,1,2,1,1,NA
"339",339,5,8,3,0,1,2,"1","Female",49,"Degree","Unemployed","White","Judaism","Married",2,5,2,4,1,1,-1,2,2,2,NA
"340",340,9,9,3,1,2,2,"1","Female",49,"Degree","Housewife","White","Judaism","Married",2,4,2,3,1,1,1,2,2,3,NA
"342",342,9,9,4,1,2,3,"1","Female",22,"Primary School","Full Time","Black","Other","Single",1,4,2,2,1,1,1,2,1,1,NA
"343",343,7,2,5,1,2,2,"1","Male",49,"Degree","Full Time","White","Judaism","Married",1,4,2,4,1,1,1,2,1,1,NA
"344",344,9,2,4,1,2,3,"1","Male",35,"High School","Full Time","White","Catholic","Single",1,1,2,2,1,1,1,2,1,1,NA
"345",345,5,9,3,1,2,2,"1","Female",42,"Degree","Full Time","White","Judaism","Married",2,4,2,5,1,1,1,2,1,1,NA
"346",346,5,8,3,0,1,2,"1","Female",40,"Degree","Full Time","White","Judaism","Single",2,3,3,3,1,1,1,2,1,2,NA
"347",347,4,6,3,0,1,1,"1","Male",43,"High School","Full Time","White","Judaism","Married",3,4,1,4,1,2,-1,2,1,2,NA
"348",348,9,9,6,1,2,3,"1","Female",32,"Some College","Full Time","Black","Other","Married",1,4,3,3,2,1,1,2,1,1,NA
"349",349,4,4,2,1,1,2,"1","Male",22,"Some College","Part Time","White","Judaism","Single",2,3,1,3,1,2,1,2,2,3,NA
"350",350,9,5,5,1,2,3,"1","Male",28,"Degree","Full Time","White","Catholic","Single",1,1,1,1,1,1,1,2,1,1,NA
"351",351,9,9,4,1,2,2,"1","Female",33,"Degree","Self Employed","White","Catholic","Married",2,4,2,5,1,1,1,2,1,3,NA
"352",352,2,6,0,1,NA,1,"1","Female",21,"Degree","Other","White","Judaism","Single",4,5,1,5,1,2,2,2,2,2,NA
"353",353,5,7,0,0,1,2,"1","Male",22,"High School","Part Time","White","Judaism","Single",2,2,2,3,1,2,1,2,2,2,NA
"354",354,5,8,4,0,1,2,"1","Female",42,"Degree","Full Time","White","Judaism","Married",1,4,1,4,2,1,1,2,1,2,NA
"355",355,1,9,0,0,1,1,"1","Female",23,"Degree","Unemployed","White","Judaism","Single",2,3,2,3,1,2,2,2,2,2,NA
"356",356,9,9,4,1,2,3,"1","Male",51,"Degree","Full Time","Black","Catholic","Married",-1,4,2,4,1,1,1,2,1,1,NA
"357",357,9,9,5,1,2,3,"1","Female",65,"Primary School","Unemployed","White","Catholic","Married",1,4,2,-1,1,1,1,2,2,1,NA
"358",358,8,9,3,1,2,3,"1","Male",24,"Primary School","Full Time","White","Catholic","Single",2,5,2,4,1,1,1,2,2,1,NA
"360",360,5,0,3,1,2,2,"1","Female",52,"Degree","Full Time","White","Judaism","Separated",4,5,4,3,1,1,1,2,1,2,NA
"361",361,9,7,5,1,2,3,"1","Female",44,"Some College","Full Time","White","Catholic","Separated",1,1,4,1,1,1,1,2,1,2,NA
"362",362,6,3,4,1,1,1,"1","Female",30,"Primary School","Housewife","White","Christian","Married",2,3,3,3,1,1,1,2,1,2,NA
"363",363,9,9,4,1,2,2,"1","Female",34,"High School","Housewife","White","Catholic","Married",1,4,2,3,1,1,1,2,1,2,NA
"364",364,9,9,5,1,2,3,"1","Male",31,"Primary School","Full Time","White","Christian","Separated",2,1,4,1,1,1,1,2,1,1,NA
"365",365,1,8,3,0,1,1,"1","Female",23,"Degree","Full Time","White","Catholic","Separated",3,3,2,4,1,2,2,2,2,1,NA
"366",366,2,7,0,0,1,1,"1","Female",57,"Degree","Part Time","White","Judaism","Married",3,3,2,2,1,2,1,2,2,2,NA
"369",369,0,5,5,1,1,1,"1","Female",40,"High School","Part Time","White","Other","Married",3,5,1,5,2,2,2,2,1,1,NA
"370",370,8,9,5,1,2,3,"1","Male",28,"Degree","Full Time","White","Other","Married",1,3,3,3,1,1,1,2,1,-1,NA
"371",371,9,0,3,1,2,3,"1","Female",49,"High School","Full Time","White","Catholic","Married",1,1,3,3,1,1,1,2,1,1,NA
"372",372,9,9,5,1,2,3,"1","Male",58,"Degree","Part Time","White","Christian","Married",1,2,1,1,1,1,1,2,1,1,NA
"373",373,9,8,5,1,2,3,"1","Female",71,"High School","Unemployed","White","Catholic","Separated",2,2,4,3,1,1,1,2,1,1,NA
"374",374,2,9,3,1,1,1,"1","Female",65,"Degree","Unemployed","White","Judaism","Separated",4,5,1,5,1,2,1,2,2,1,NA
"375",375,6,9,0,1,1,1,"1","Male",61,"High School","Unemployed","White","Judaism","Married",2,4,2,5,1,-1,1,2,2,2,NA
"376",376,6,7,4,1,2,2,"1","Female",53,"High School","Housewife","White","Christian","Married",2,3,2,3,1,1,1,2,2,2,NA
"377",377,9,9,5,1,2,3,"1","Female",38,"Some College","Housewife","White","Catholic","Married",1,2,4,2,1,1,1,2,1,1,NA
"379",379,7,9,6,1,2,3,"1","Female",43,"Some College","Self Employed","White","Judaism","Married",2,3,1,4,1,1,1,2,1,3,NA
"380",380,5,9,3,1,NA,2,"1","Female",19,"Degree","Part Time","White","Catholic","Single",3,3,3,3,1,1,1,2,1,3,NA
"381",381,0,0,0,1,0,0,"1","Male",49,"High School","Unemployed","White","Judaism","Separated",4,5,1,5,1,2,2,1,2,1,NA
"382",382,7,1,1,1,2,3,"1","Female",45,"High School","Full Time","White","Judaism","Married",2,3,2,2,1,1,1,2,2,2,NA
"383",383,3,8,1,0,1,1,"1","Female",48,"Degree","Full Time","White","Judaism","Married",3,4,4,4,1,2,1,2,2,3,NA
"384",384,9,9,3,1,2,2,"1","Female",67,"High School","Unemployed","White","Catholic","Widowed",1,4,1,4,1,1,1,2,1,1,NA
"385",385,8,5,5,1,2,2,"1","Female",72,"Degree","Unemployed","White","Catholic","Widowed",2,4,2,4,1,1,1,2,1,1,NA
"386",386,9,8,4,1,2,3,"1","Female",32,"High School","Part Time","White","Christian","Married",2,5,4,3,1,1,1,2,1,2,NA
"387",387,9,8,1,1,2,2,"1","Female",39,"Degree","Full Time","White","Judaism","Married",3,4,3,4,1,1,1,2,2,2,NA
"389",389,6,7,2,1,2,2,"1","Female",42,"Degree","Part Time","White","Judaism","Married",2,5,4,5,1,2,1,2,2,1,NA
"390",390,9,4,4,1,2,3,"1","Female",45,"Some College","Full Time","White","Other","Married",1,1,5,1,1,-1,1,2,1,2,NA
"391",391,9,9,3,1,2,2,"1","Male",18,"Some College","Part Time","White","Catholic","Single",1,3,3,3,1,1,1,2,2,-1,NA
"392",392,9,9,6,1,2,3,"1","Female",50,"Some College","Part Time","White","Other","Married",4,1,3,3,1,1,1,2,1,1,NA
"393",393,7,9,5,1,2,3,"1","Female",36,"Some College","Unemployed","White","Catholic","Married",1,4,2,4,1,1,1,2,2,1,NA
"394",394,9,9,3,1,NA,3,"1","Female",39,"Primary School","Full Time","White","Judaism","Separated",2,1,4,2,1,1,1,2,1,2,NA
"395",395,2,3,0,1,1,1,"1","Male",24,"Some College","Full Time","White","Catholic","Single",2,4,1,5,1,-1,1,2,2,3,NA
"397",397,9,9,5,1,2,3,"1","Female",50,"Some College","Other","White","Christian","Separated",2,2,4,1,1,1,1,2,1,2,NA
"398",398,4,9,0,1,1,0,"1","Male",67,"Degree","Unemployed","White","Christian","Married",3,5,1,5,1,1,1,2,2,1,NA
"399",399,9,9,5,1,2,3,"1","Male",40,"Degree","Full Time","White","Christian","Married",2,3,2,3,1,1,1,2,1,2,NA
"400",400,9,9,4,0,2,3,"1","Female",82,"High School","Unemployed","White","Christian","Married",2,2,2,2,1,1,1,2,1,4,NA
"401",401,5,8,4,0,1,1,"1","Female",25,"Degree","Full Time","White","Christian","Single",2,4,1,3,1,1,1,2,2,1,NA
"403",403,9,9,6,1,2,3,"1","Female",63,"Some College","Full Time","White","Christian","Married",2,3,2,2,1,1,1,2,1,3,NA
"406",406,4,7,2,1,2,1,"1","Male",24,"High School","Full Time","White","Christian","Married",2,3,3,3,1,1,1,2,2,2,NA
"407",407,9,3,5,1,2,3,"1","Female",37,"Degree","Full Time","White","Christian","Separated",2,3,3,2,1,1,1,2,1,2,NA
"408",408,9,5,5,1,2,2,"1","Male",31,"Some College","Full Time","Black","Christian","Married",2,4,1,3,1,1,1,2,1,1,NA
"409",409,7,9,3,0,2,2,"1","Male",62,"Primary School","Unemployed","White","Christian","Married",2,2,4,4,1,1,1,2,2,1,NA
"411",411,7,7,5,1,2,2,"1","Male",79,"Primary School","Unemployed","White","Catholic","Married",1,4,4,2,1,1,1,2,2,2,NA
"413",413,9,8,3,1,2,2,"1","Female",35,"High School","Full Time","White","Christian","Separated",1,5,1,2,1,1,1,2,2,2,NA
"414",414,9,9,6,1,2,3,"1","Male",35,"Primary School","Full Time","Black","Other","Single",1,1,1,2,1,1,1,2,1,1,NA
"415",415,7,2,5,1,2,2,"1","Male",41,"Degree","Full Time","White","Catholic","Married",1,1,4,2,1,1,1,2,1,2,NA
"416",416,9,9,0,1,2,1,"1","Male",33,"High School","Full Time","White","Catholic","Married",2,4,2,4,1,1,1,1,2,1,NA
"418",418,9,9,5,1,2,3,"1","Female",38,"Some College","Housewife","White","Christian","Married",2,1,3,2,1,1,1,2,1,2,NA
"419",419,9,9,2,1,2,3,"1","Female",36,"Primary School","Unemployed","White","Christian","Separated",2,3,2,2,1,1,1,2,2,1,NA
"420",420,9,9,5,1,2,3,"1","Male",69,"Degree","Unemployed","White","Catholic","Separated",1,3,1,3,1,1,1,2,1,2,NA
"421",421,8,9,5,1,2,3,"1","Male",37,"Degree","Full Time","White","Catholic","Married",3,3,3,2,2,2,1,2,1,2,NA
"424",424,9,9,5,1,2,3,"1","Male",22,"Some College","Full Time","Black","Other","Married",1,1,4,1,1,1,1,2,1,1,NA
"425",425,7,9,5,1,2,2,"1","Female",40,"Some College","Part Time","White","Catholic","Married",2,4,2,4,1,1,1,2,1,2,NA
"427",427,6,4,4,1,2,2,"1","Male",45,"Degree","Full Time","White","Catholic","Married",3,3,4,4,1,1,1,2,1,1,NA
"428",428,9,0,6,1,2,3,"1","Female",42,"High School","Part Time","White","Christian","Married",1,1,1,1,1,1,1,2,1,2,NA
"429",429,9,9,6,1,2,3,"1","Female",39,"Degree","Full Time","Black","Other","Married",1,2,4,2,1,1,1,2,1,2,NA
"430",430,9,8,6,1,2,3,"1","Female",51,NA,"Part Time","White","Other","Separated",2,4,4,2,1,1,1,2,1,1,NA
"433",433,9,9,6,1,2,3,"1","Female",53,"High School","Full Time","White","Other","Married",4,3,1,5,2,1,1,2,1,1,NA
"434",434,7,9,5,1,2,3,"1","Female",51,"Some College","Part Time","White","Other","Married",2,1,4,1,1,1,1,2,1,2,NA
"435",435,7,9,5,1,2,3,"1","Female",34,"Degree","Full Time","White","Other","Married",2,2,4,2,1,1,1,2,1,1,NA
"436",436,9,9,6,1,2,3,"1","Male",51,"Some College","Full Time","White","Christian","Married",1,4,5,1,1,1,1,2,1,1,NA
"437",437,9,5,4,1,2,3,"1","Female",65,"High School","Full Time","White","Christian","Married",3,2,4,2,1,1,1,2,1,2,NA
"438",438,9,8,6,1,2,3,"1","Female",24,"Degree","Full Time","Black","Other","Married",2,2,4,2,1,1,1,2,1,1,NA
"439",439,9,9,6,1,2,3,"1","Male",57,"Degree","Unemployed","White","Christian","Separated",2,2,4,2,1,1,1,2,1,1,NA
"440",440,9,8,6,1,2,3,"1","Female",62,"High School","Housewife","White","Christian","Married",1,1,4,1,1,1,1,2,1,1,NA
"441",441,9,9,0,1,2,3,"1","Male",23,"Some College","Full Time","White","Catholic","Single",1,3,4,2,1,1,1,2,2,1,NA
"443",443,9,9,5,1,2,3,"1","Female",58,"Degree","Full Time","White","Catholic","Married",1,3,3,3,1,1,1,2,1,1,NA
"444",444,9,7,0,1,2,2,"1","Female",46,"High School",NA,"White","Other","Married",1,2,3,2,1,1,1,2,2,1,NA
"446",446,6,1,5,1,2,3,"1","Male",21,"Some College","Full Time","Black","Judaism","Single",4,1,5,2,1,1,1,1,1,1,NA
"447",447,9,9,5,1,2,3,"1","Female",50,"Degree","Part Time","White","Christian","Married",1,3,5,2,1,1,1,2,1,2,NA
"449",449,9,7,0,1,2,2,"1","Female",57,"Some College","Full Time","White","Christian","Separated",3,2,2,3,1,1,1,2,2,1,NA
"451",451,8,9,5,1,2,2,"1","Female",36,"Some College","Full Time","White","Catholic","Married",1,3,3,3,1,1,1,2,2,2,NA
"453",453,8,9,3,0,1,1,"1","Female",39,"Degree","Full Time","White","Judaism","Separated",3,4,2,4,2,2,1,2,1,2,NA
"454",454,9,9,1,1,2,2,"1","Female",67,"Some College","Unemployed","White","Catholic","Separated",2,1,1,3,1,1,1,2,2,2,NA
"455",455,3,6,3,1,1,1,"1","Male",54,"Degree","Unemployed","White","Catholic","Separated",3,3,2,4,1,2,1,-1,2,3,NA
"456",456,8,8,0,1,1,2,"1","Female",45,"Degree","Housewife","White","Judaism","Married",3,3,1,5,1,1,1,2,2,2,NA
"457",457,7,9,3,1,2,1,"1","Male",49,"Degree","Full Time","White","Christian","Married",3,1,1,2,1,1,1,2,1,2,NA
"458",458,9,9,6,1,2,3,"1","Male",25,"Some College","Full Time","White","Christian","Married",1,4,4,3,1,1,1,2,1,3,NA
"459",459,9,9,5,1,2,3,"1","Female",62,"Primary School","Part Time","Black","Christian","Separated",1,4,3,2,1,1,1,2,1,1,NA
"460",460,5,9,2,1,2,1,"1","Female",42,"High School","Full Time","White","Christian","Separated",2,3,3,3,1,1,1,2,2,2,NA
"461",461,8,7,4,1,2,2,"1","Female",28,"High School","Full Time","White","Catholic","Separated",1,4,2,4,1,1,1,2,1,2,NA
"462",462,9,9,4,1,2,3,"1","Female",28,"High School","Full Time","Black","Other","Married",2,2,2,2,1,1,1,2,2,2,NA
"463",463,6,9,5,1,1,2,"1","Female",39,"Some College","Housewife","White","Catholic","Married",1,4,3,2,1,2,1,2,1,1,NA
"464",464,9,9,3,1,2,3,"1","Female",31,"Primary School","Full Time","White","Other","Married",2,1,2,2,1,1,1,2,1,1,NA
"465",465,9,9,4,1,2,3,"1","Female",53,"Primary School","Housewife","White","Christian","Married",1,3,4,1,1,1,1,2,1,1,NA
"467",467,9,7,3,1,2,2,"1","Male",38,"High School","Full Time","White","Christian","Married",1,5,1,2,1,1,1,2,1,3,NA
"468",468,9,9,4,1,2,2,"1","Male",33,"High School","Full Time","White","Christian","Married",1,5,1,2,1,1,1,2,1,2,NA
"469",469,9,9,5,1,2,3,"1","Female",79,"High School","Unemployed","White","Catholic","Widowed",1,2,4,1,1,1,1,1,1,1,NA
"470",470,9,9,6,1,2,3,"1","Female",45,"Some College","Full Time","Black","Other","Single",2,1,4,1,1,1,1,2,1,1,NA
"472",472,9,5,3,1,2,3,"1","Male",38,"High School","Unemployed","Black","Other","Married",3,4,3,1,1,1,1,1,1,1,NA
"473",473,9,9,6,1,2,3,"1","Female",49,"High School","Full Time","White","Christian","Married",1,3,4,1,1,1,1,2,1,1,NA
"474",474,9,9,2,1,2,2,"1","Female",29,"Some College","Unemployed","White","Catholic","Married",2,1,2,2,1,1,1,2,2,1,NA
"475",475,9,9,5,1,2,3,"1","Male",48,"High School","Other","Black","Christian","Separated",1,2,2,2,1,1,1,1,1,1,NA
"476",476,9,5,6,1,2,3,"1","Female",55,"Degree","Full Time","Black","Christian","Married",1,4,4,2,1,1,1,2,1,1,NA
"477",477,9,8,5,1,2,3,"1","Female",35,"Degree","Housewife","White","Christian","Married",1,1,5,1,1,1,1,2,1,1,NA
"478",478,9,9,5,1,2,3,"1","Female",56,"Some College","Part Time","White","Catholic","Married",2,1,2,2,1,1,1,2,1,2,NA
"479",479,9,9,6,1,2,3,"1","Female",40,"High School","Self Employed","White","Christian","Separated",1,1,1,1,1,1,1,2,1,1,NA
"480",480,9,9,5,1,2,3,"1","Female",38,"High School","Full Time","White","Christian","Married",1,3,2,1,1,1,1,2,1,1,NA
"481",481,9,9,6,1,2,3,"1","Male",55,"Degree","Unemployed","White","Christian","Married",1,4,2,2,1,1,1,2,1,1,NA
"482",482,9,9,5,1,2,3,"1","Female",56,"Degree","Unemployed","White","Catholic","Married",2,3,3,1,1,1,1,2,1,2,NA
"483",483,9,9,5,1,2,3,"1","Female",18,"Degree","Part Time","Black","Christian","Single",1,3,3,3,1,1,1,2,1,2,NA
"484",484,9,9,5,1,2,3,"1","Female",74,"High School","Unemployed","White","Christian","Widowed",1,4,4,4,1,1,1,-1,1,1,NA
"485",485,1,9,5,1,2,3,"1","Female",31,"Degree","Full Time","White","Christian","Married",1,2,3,2,1,1,1,2,1,2,NA
"486",486,9,9,6,1,2,3,"1","Female",59,"Some College","Part Time","Hispanic","Christian","Married",1,1,2,2,1,1,1,1,1,1,NA
"487",487,9,9,3,1,2,3,"1","Female",57,"Primary School","Housewife","White","Catholic","Married",1,3,3,3,1,1,1,2,1,1,NA
"488",488,4,9,5,1,1,2,"1","Female",35,"Some College","Housewife","White","Other","Married",3,3,4,2,1,1,1,2,1,3,NA
"489",489,0,9,4,1,2,3,"1","Female",47,"Degree","Part Time","White","Christian","Married",1,1,1,1,1,1,1,2,1,2,NA
"490",490,9,9,1,1,1,2,"1","Female",49,"Degree","Full Time","White","Christian","Married",3,1,1,1,1,1,1,2,1,2,NA
"491",491,9,9,5,1,2,3,"1","Female",36,"High School","Full Time","White","Catholic","Married",1,2,2,1,1,1,1,2,1,2,NA
"492",492,9,9,5,1,2,3,"1","Female",28,"High School","Part Time","White","Christian","Married",1,3,3,3,1,1,1,2,1,1,NA
"493",493,9,9,5,1,2,3,"1","Female",32,"High School","Unemployed","White","Other","Married",1,1,5,1,1,1,1,2,1,1,NA
"496",496,8,7,5,1,2,2,"1","Female",49,"Degree","Full Time","White","Christian","Separated",2,2,2,3,1,1,1,2,1,2,NA
"498",498,9,9,5,1,2,3,"1","Male",18,"High School","Full Time","Black","Christian","Married",2,2,2,2,1,1,1,2,1,1,NA
"499",499,9,9,1,1,2,3,"1","Female",26,"High School","Part Time","Hispanic","Catholic","Single",1,1,1,1,1,1,1,2,2,1,NA
"500",500,9,9,1,1,2,2,"1","Male",41,"Degree","Self Employed","White","Catholic","Single",2,4,2,3,1,1,1,2,2,1,NA
"504",504,9,9,5,1,2,3,"1","Female",40,"Degree","Full Time","Hispanic","Catholic","Single",1,1,2,1,1,1,1,2,1,-1,NA
"505",505,1,9,5,1,1,1,"1","Female",27,"Some College","Housewife","Hispanic","Catholic","Married",3,5,2,4,-1,1,-1,2,1,1,NA
"506",506,9,9,5,1,0,1,"1","Female",18,"High School","Part Time","Hispanic","Catholic","Single",2,2,3,1,1,1,1,2,1,3,NA
"507",507,9,9,4,1,2,2,"1","Male",45,"High School","Full Time","White","Christian","Married",1,3,3,3,1,1,1,2,1,2,NA
"508",508,4,7,3,0,1,1,"1","Male",19,"High School","Unemployed","Hispanic","Other","Single",3,4,2,4,2,2,1,2,1,1,NA
"509",509,9,9,3,1,2,3,"1","Female",36,"Some College","Full Time","Hispanic","Catholic","Married",2,2,3,2,1,1,1,2,2,3,NA
"510",510,8,9,6,1,2,3,"1","Male",18,"Primary School","Self Employed","Hispanic","Other","Single",2,2,2,2,1,1,1,2,1,3,NA
"512",512,9,8,6,1,2,3,"1","Female",41,"High School","Unemployed","Hispanic","Other","Separated",1,4,1,1,1,1,1,2,1,1,NA
"514",514,9,5,4,1,2,3,"1","Female",32,"Primary School","Full Time","Black","Other","Married",1,2,5,1,1,1,1,2,2,1,NA
"515",515,8,7,5,1,2,3,"1","Female",54,"High School","Full Time","Hispanic","Catholic","Married",1,2,2,3,1,1,1,1,1,2,NA
"516",516,9,9,6,1,2,3,"1","Female",49,"Primary School","Full Time","Hispanic","Other","Separated",3,1,5,1,1,1,1,2,2,1,NA
"517",517,9,9,1,1,2,3,"1","Female",19,"High School","Part Time","Hispanic","Catholic","Single",1,4,2,4,1,1,1,1,2,1,NA
"518",518,9,9,4,1,2,3,"1","Male",77,"Some College","Unemployed","White","Christian","Married",1,2,2,2,1,1,1,2,1,1,NA
"519",519,9,9,6,1,2,3,"1","Female",20,"High School","Other","White","Christian","Married",1,1,4,1,1,1,1,2,1,1,NA
"520",520,9,9,6,1,2,3,"1","Male",23,"Degree","Unemployed","White","Christian","Single",1,1,4,1,1,1,1,2,1,1,NA
"521",521,9,9,5,1,2,3,"1","Female",48,"Degree","Full Time","White","Other","Married",2,4,2,3,1,1,1,2,1,1,NA
"522",522,9,7,1,1,2,2,"1","Female",39,"High School","Part Time","White","Christian","Married",2,2,3,3,1,1,1,2,2,2,NA
