"","pubblf1","prvblf4","othblf","pubact","pubact3","prvact","prvact2","iden1","iden2","prvblf","wave","sex","age","educ","work","ethnic","denom","marital"
"272",2,1,1,2,1,1,2,1,2,8,3,"Female",58,"Some College","Unemployed","White","Catholic","Married"
"273",1,1,1,1,2,1,1,1,1,10,3,"Male",64,"Degree","Unemployed","White","Other","Married"
"274",2,1,1,7,0,0,2,1,2,9,3,"Male",51,"High School","Full Time","White","None","Married"
"275",4,1,1,1,2,1,1,1,1,10,3,"Female",63,"Some College","Unemployed","Hispanic","Other","Married"
"276",3,2,1,7,0,0,1,2,3,1,3,"Male",23,"Some College","Housewife","White","None","Separated"
"277",2,1,1,3,1,1,1,1,2,10,3,"Male",61,"Degree","Unemployed","White","Christian","Married"
"278",2,2,1,5,1,0,3,2,2,3,3,"Male",58,"Degree","Part Time","Other","Other","Married"
"279",2,1,2,6,1,0,2,1,2,8,3,"Female",42,"Degree","Full Time","White","Christian","Married"
"280",3,1,2,7,0,0,3,2,3,3,3,"Male",47,"Some College","Full Time","White","None","Married"
"281",2,1,1,2,1,1,2,1,2,8,3,"Female",77,"Degree","Unemployed","White","Judaism","Separated"
"282",3,1,6,6,1,0,2,2,3,10,3,"Female",66,"High School","Full Time","Hispanic","Catholic","Married"
"283",3,2,2,7,0,0,2,2,4,7,3,"Female",26,"Degree","Full Time","White","Christian","Single"
"284",4,2,1,4,0,0,2,3,4,1,3,"Male",42,"Degree","Full Time","White","None","Married"
"285",2,1,10,5,0,1,1,1,2,10,3,"Male",37,"High School","Full Time","Hispanic","None","Single"
"286",2,1,1,4,1,1,2,2,3,3,3,"Male",74,"Degree","Unemployed","White","Judaism","Married"
"287",3,1,1,1,2,1,3,1,1,9,3,"Male",64,"High School","Unemployed","White",NA,"Married"
"288",NA,1,1,4,1,1,1,1,1,10,3,"Male",43,"Degree","Other","Other","Catholic","Single"
"289",4,1,2,7,1,1,2,2,1,4,3,"Male",48,"High School","Self Employed","White","Catholic","Married"
"290",2,1,1,2,2,1,1,1,1,9,3,"Female",75,"High School","Unemployed","White","Catholic","Widowed"
"291",4,2,1,7,0,0,2,2,4,1,3,"Female",58,"Some College","Housewife","White","None","Married"
"292",3,1,1,7,0,1,3,NA,3,5,3,"Female",33,"High School","Full Time","White","Catholic","Single"
"293",2,1,1,1,2,1,1,1,1,10,3,"Male",83,"High School","Unemployed","White","Christian","Married"
"294",2,1,1,2,2,1,2,1,1,10,3,"Female",69,"High School","Unemployed","White","Catholic","Widowed"
"295",3,1,1,6,0,0,3,2,3,6,3,"Male",50,"Degree","Full Time","White","Judaism","Married"
"296",3,1,6,4,0,1,1,2,3,10,3,"Female",58,"Degree","Full Time","Other","None","Single"
"297",2,1,2,6,1,1,1,1,1,10,3,"Female",65,"High School","Unemployed","White","Christian","Separated"
"298",1,1,1,2,2,1,1,1,1,10,3,"Female",68,"Degree","Full Time","White","Other","Married"
"299",3,1,3,6,0,0,3,1,3,6,3,"Male",69,"Some College","Unemployed","White","Christian","Married"
"300",2,1,2,2,2,1,2,1,2,9,3,"Female",45,"Degree","Full Time","White","Other","Married"
"301",2,1,1,2,2,1,2,2,2,5,3,"Male",70,"Degree","Self Employed","White","Christian","Married"
"302",4,2,2,7,0,0,2,2,4,2,3,"Male",47,"Degree","Full Time","White","None","Married"
"303",3,1,1,7,1,0,2,2,3,3,3,"Female",49,"Degree","Part Time","White","Christian","Married"
"304",1,1,1,2,2,1,2,1,1,10,3,"Female",70,"High School","Unemployed","White","Christian","Married"
"305",2,1,2,5,2,1,2,1,2,10,3,"Male",61,"Some College","Full Time","Black",NA,"Married"
"306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Male",20,"Degree",NA,"White",NA,"Single"
"307",4,2,1,7,0,0,2,2,4,1,3,"Male",63,"Degree","Self Employed","White","None","Married"
"308",4,2,1,7,0,0,3,2,4,1,3,"Male",77,"High School","Unemployed","White","None","Married"
"309",3,1,1,4,0,1,1,1,2,10,3,"Female",53,"Some College","Full Time","Hispanic","Catholic","Separated"
"310",2,1,1,2,2,1,2,1,1,10,3,"Female",55,"Degree","Other","White","Christian","Single"
"311",2,1,1,2,2,0,3,2,3,6,3,"Male",42,"Degree","Full Time","White","Christian","Married"
"312",1,1,3,1,2,1,2,1,1,10,3,"Male",72,"Degree","Part Time","White","Christian","Married"
"313",3,1,1,7,0,0,3,1,3,4,3,"Male",19,"High School","Full Time","White","None","Single"
"314",3,1,4,7,0,1,2,2,2,10,3,"Female",31,"Degree","Full Time","Black","Christian","Single"
"315",2,1,1,6,1,1,1,1,2,9,3,"Male",47,"Degree","Full Time","White","Christian","Married"
"316",2,1,1,2,2,1,2,1,1,10,3,"Male",33,"Degree","Full Time","White","Other","Married"
"317",2,1,10,6,1,1,2,1,1,10,3,"Female",46,"High School","Unemployed","White","None","Married"
"318",3,1,1,7,0,0,2,1,3,10,3,"Female",55,"Some College","Unemployed","White","None","Married"
"319",2,1,8,2,2,1,2,1,2,7,3,"Male",27,"Degree","Part Time","Hispanic","Other","Single"
"320",4,1,10,7,0,1,3,1,2,9,3,"Female",68,"Some College","Unemployed","White","Catholic","Separated"
"321",1,1,2,1,2,1,3,1,1,10,3,"Male",69,"Degree","Unemployed","White","Christian","Married"
"322",2,1,1,5,1,1,2,1,1,10,3,"Female",69,"Degree","Unemployed","White","Christian","Widowed"
"323",3,1,4,5,0,1,3,2,3,5,3,"Male",62,"High School","Unemployed","White","Catholic","Married"
"324",1,1,4,2,2,1,2,1,1,8,3,"Male",67,"Some College","Self Employed","White","Christian","Married"
"325",1,1,1,4,1,1,2,1,1,10,3,"Female",22,"Degree","Full Time","White","Christian","Married"
"326",4,1,1,6,0,1,1,1,4,10,3,"Female",74,"High School","Other","White","None","Widowed"
"327",3,1,1,7,0,1,2,1,2,8,3,"Female",64,"Degree","Full Time","White","Judaism","Separated"
"328",2,1,2,3,1,1,3,2,2,7,3,"Male",45,"Degree","Full Time","White","None","Married"
"329",1,1,1,2,2,1,1,1,1,10,3,"Male",79,"Some College","Unemployed","White","Christian","Married"
"330",3,1,1,7,0,0,2,2,4,8,3,"Female",47,"Degree","Full Time","White","None","Separated"
"331",2,1,1,1,2,1,1,1,1,10,3,"Male",74,"Degree","Unemployed","White","Christian","Married"
"332",2,1,2,3,1,1,1,2,3,8,3,"Female",40,"Degree","Full Time","White","Catholic","Separated"
"333",2,1,1,1,2,1,1,1,1,10,3,"Female",64,"Degree","Unemployed","Black","Other","Married"
"334",1,1,1,2,2,1,2,1,1,10,3,"Male",61,"Degree","Full Time","Black","Christian","Married"
"335",1,1,1,1,2,1,1,1,1,10,3,"Male",63,"Some College","Full Time","White","Other","Married"
"336",2,1,1,2,2,1,2,1,2,9,3,"Male",37,"Degree","Full Time","Hispanic","Catholic","Married"
"337",1,1,1,1,2,1,2,1,1,10,3,"Male",79,"Some College","Unemployed","White","Christian","Married"
"338",3,1,2,1,2,1,1,1,1,10,3,"Male",65,"Some College","Self Employed","White","Christian","Married"
"339",2,1,1,2,1,1,2,1,1,10,3,"Female",77,"High School","Unemployed","Other","Catholic","Married"
"340",3,1,1,7,0,1,1,1,3,7,3,"Female",38,"Degree","Housewife","White","Catholic","Married"
"341",3,1,1,7,0,1,2,1,3,10,3,"Female",59,"Some College","Unemployed","White","None","Married"
"342",4,1,2,7,0,1,2,2,3,6,3,"Male",53,"High School","Full Time","White","Christian","Separated"
"343",2,1,1,6,1,1,3,1,2,10,3,"Female",85,"High School","Housewife","White","None","Widowed"
"344",3,2,1,7,0,0,2,2,4,2,3,"Male",38,"Some College","Full Time","White","None","Separated"
"345",1,1,1,1,2,1,1,1,1,10,3,"Male",57,"High School","Unemployed","White","Christian","Married"
"346",3,2,2,7,0,0,1,2,4,1,3,"Male",54,"Degree","Self Employed","Other","None","Separated"
"347",2,1,3,6,1,1,2,1,2,10,3,"Female",51,"Degree","Full Time","Black","Other","Married"
"348",4,1,1,7,0,1,2,1,2,9,3,"Male",43,"Some College","Full Time","White","Christian","Married"
"349",4,2,1,7,0,0,2,2,2,1,3,"Male",28,"Some College","Other","White","Other","Single"
"350",2,1,1,6,1,0,1,1,2,10,3,"Male",30,"Some College","Unemployed","Black","None","Married"
"351",3,1,2,7,0,0,1,2,3,9,3,"Male",79,"Some College","Unemployed","White","None","Widowed"
"352",2,1,1,2,2,1,2,1,1,10,3,"Female",55,"Degree","Part Time","White","Other","Married"
"353",2,1,1,3,1,1,3,1,1,10,3,"Female",27,"High School","Housewife","Hispanic","Other","Married"
"354",2,1,3,6,1,1,2,1,2,7,3,"Male",65,"Some College","Unemployed","White","Christian","Single"
"355",2,1,1,2,2,1,2,2,2,7,3,"Male",47,"Degree","Full Time","White","Catholic","Married"
"356",2,1,1,7,0,0,2,2,2,8,3,"Female",64,"Degree","Unemployed","White","Christian","Married"
"357",4,2,1,7,0,0,2,3,4,1,3,"Male",57,"Degree","Part Time","White","None","Married"
"358",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"Male",22,"Degree",NA,"White",NA,"Single"
"359",2,1,1,2,2,1,1,1,1,10,3,"Male",67,"High School","Unemployed","White","Catholic","Married"
"360",1,1,1,2,2,1,2,1,2,9,3,"Female",89,"Some College","Unemployed","White","Christian","Married"
"361",3,1,1,7,0,0,2,1,3,10,3,"Male",48,"High School","Full Time","White","None","Married"
"362",3,1,1,4,1,1,2,1,2,5,3,"Male",58,"Degree","Full Time","White","Judaism","Married"
"363",3,1,1,4,0,1,1,2,1,10,3,"Female",38,"Primary School","Self Employed","Hispanic","Catholic","Single"
"364",4,2,2,7,0,0,3,3,4,1,3,"Male",61,"Degree","Part Time","White","None","Single"
"365",3,2,1,7,0,1,1,3,3,2,3,"Female",49,"Some College","Full Time","White","None","Single"
"366",2,1,1,2,2,1,2,1,1,10,3,"Male",61,"Degree","Self Employed","Hispanic","Catholic","Married"
"367",2,1,1,4,1,1,2,2,1,10,3,"Female",61,"Some College","Unemployed","Black","Other","Married"
"368",2,1,1,2,2,1,2,1,1,10,3,"Male",87,"Some College","Other","White","Christian","Widowed"
"369",2,1,1,2,2,1,1,1,1,10,3,"Female",37,"Degree","Part Time","White","Christian","Married"
"370",1,1,1,2,2,1,4,1,2,10,3,"Male",87,"Degree","Unemployed","White","Christian","Widowed"
"371",2,1,2,1,2,1,1,1,1,10,3,"Female",54,"Degree","Full Time","White","Christian","Single"
"372",2,1,1,1,2,1,3,1,1,10,3,"Female",51,"Degree","Full Time","Black","Other","Single"
"373",4,1,1,7,0,0,4,2,3,10,3,"Male",55,"Some College","Other","White","None","Single"
"374",2,1,1,4,2,1,2,1,1,10,3,"Male",66,"Degree","Unemployed","White","Catholic","Widowed"
"375",2,1,1,7,0,1,2,1,1,8,3,"Male",72,"High School","Self Employed","White","None","Married"
"376",3,1,2,2,2,1,1,1,2,10,3,"Female",61,"Degree","Unemployed","Black","Other","Married"
"377",2,1,1,5,1,1,1,1,1,10,3,"Female",52,"Some College","Other","White","Catholic","Married"
"378",4,2,2,7,0,0,2,3,4,1,3,"Male",41,"High School","Full Time","White","None","Married"
"379",1,1,1,2,2,1,1,1,2,10,3,"Female",74,"Degree","Unemployed","White","Christian","Married"
"380",2,1,1,2,2,1,3,1,2,8,3,"Male",44,"High School","Full Time","White","Christian","Married"
"381",4,1,1,7,0,0,2,2,4,5,3,"Female",40,"Degree","Full Time","White","None","Married"
"382",2,1,1,7,1,0,3,1,3,8,3,"Female",74,"Degree","Unemployed","White","Christian","Married"
"383",3,2,2,7,0,0,3,3,4,1,3,"Female",62,"Degree","Full Time","White","None","Married"
"384",3,1,NA,3,2,1,2,1,1,8,3,"Female",29,"Some College",NA,"White","Christian","Married"
"385",2,1,1,2,2,1,1,1,1,10,3,"Female",26,"Degree","Full Time","White",NA,"Single"
"386",2,1,NA,4,1,1,2,1,2,10,3,"Male",45,"Degree",NA,"White","Christian","Married"
"387",2,1,1,2,2,1,2,1,2,9,3,"Female",61,"Degree","Other","White","Catholic","Married"
"388",3,1,1,1,2,1,1,1,1,10,3,"Male",50,"High School","Housewife","Hispanic","Catholic","Separated"
"389",3,1,1,6,1,1,2,1,2,10,3,"Female",53,"Some College","Unemployed","Black","Other","Separated"
"390",3,2,1,7,0,0,1,2,4,1,3,"Male",56,"Some College","Full Time","White","None","Married"
"391",4,1,1,7,0,1,2,1,3,10,3,"Female",50,"Degree","Full Time","White","Catholic","Married"
"392",3,1,1,3,1,1,2,2,3,5,3,"Female",58,"Degree","Part Time","White","Christian","Married"
"393",3,1,1,6,1,0,2,1,2,8,3,"Female",42,"High School","Part Time","White","Catholic","Married"
"394",2,1,1,2,2,1,1,1,1,10,3,"Female",42,"High School","Part Time","White","Catholic","Married"
"395",2,1,1,1,2,1,1,1,1,10,3,"Male",81,"High School","Unemployed","White","Christian","Married"
"396",3,1,1,3,0,1,1,1,1,10,3,"Female",61,"Some College","Unemployed","Other","Other","Married"
"397",2,1,1,2,2,1,1,1,1,10,3,"Female",70,"Degree","Housewife","Other","Christian","Married"
"398",2,1,1,2,1,1,3,1,1,8,3,"Female",49,"Degree","Housewife","White","Catholic","Married"
"399",1,1,1,7,1,1,3,1,1,10,3,"Female",61,"High School","Unemployed","White","Christian","Separated"
"400",3,1,1,7,1,0,2,2,3,8,3,"Female",64,"Degree","Unemployed","White","None","Married"
"401",3,1,2,4,0,1,3,1,3,6,3,"Male",73,"High School","Full Time","White","None","Married"
"402",2,1,1,2,1,1,4,1,2,10,3,"Female",64,"High School","Unemployed","Black","Christian","Married"
"403",3,1,1,7,0,0,4,1,3,5,3,"Female",60,"Some College","Housewife","White","None","Married"
"404",1,1,1,1,2,1,1,1,1,10,3,"Male",63,"Some College","Full Time","White","Catholic","Married"
"405",1,1,1,6,0,0,1,1,4,10,3,"Male",47,"High School","Part Time","White","Christian","Married"
"406",3,1,1,7,0,0,3,2,3,2,3,"Female",71,"Degree","Unemployed","White","None","Separated"
"407",2,1,1,6,1,1,2,2,2,10,3,"Male",56,"Some College","Unemployed","White","Christian","Married"
"408",1,1,2,1,2,1,2,1,1,10,3,"Female",73,"High School","Unemployed","White","Catholic","Married"
"409",1,1,1,1,2,1,1,NA,1,10,3,"Male",53,"Some College","Unemployed","Black","Other","Married"
"410",1,1,1,7,1,1,2,1,1,10,3,"Male",60,"Degree","Unemployed","White","Christian","Married"
"411",2,1,1,7,1,0,2,1,3,7,3,"Female",53,"Degree","Full Time","White","Catholic","Married"
"412",1,1,1,2,2,1,1,1,1,10,3,"Male",64,"High School","Full Time","White","None","Married"
"413",1,1,1,2,2,1,1,1,1,10,3,"Male",59,"Degree","Full Time","White","Catholic","Married"
"414",3,1,2,6,1,1,3,1,2,8,3,"Male",75,"Degree","Unemployed","White","Catholic","Married"
"415",4,1,NA,1,2,1,2,1,1,10,3,"Male",52,"High School","Other","Black","Other","Single"
"416",2,1,1,7,0,0,2,1,2,7,3,"Male",24,"High School","Part Time","Hispanic","None","Married"
"417",1,1,1,3,2,1,2,1,1,10,3,"Male",51,"High School","Full Time","White","Christian","Married"
"418",2,1,1,2,2,1,3,1,1,10,3,"Female",56,"Some College","Part Time","White","Christian","Married"
"419",3,1,1,7,NA,1,1,2,2,10,3,"Female",46,"Some College","Housewife","White","None","Married"
"420",2,1,1,3,1,1,1,2,3,9,3,"Female",49,"Degree","Housewife","White","Christian","Married"
"421",3,1,2,6,1,1,2,1,2,10,3,"Male",56,"High School","Unemployed","Black","None","Single"
"422",2,1,1,2,2,1,1,1,1,10,3,"Female",76,"Degree","Unemployed","White","Christian","Widowed"
"423",2,1,2,2,2,1,1,1,1,10,3,"Female",57,"Degree","Full Time","Black","Other","Separated"
"424",4,2,1,7,0,0,3,2,4,1,3,"Male",59,"High School","Part Time","White","None","Married"
"425",3,2,1,7,0,0,1,2,3,2,3,"Female",44,"Degree","Full Time","White","None","Separated"
"426",1,1,1,2,2,1,NA,1,1,10,3,"Female",48,"Degree","Full Time","White","Christian","Married"
"427",3,1,3,1,1,1,2,2,1,10,3,"Female",58,"Primary School","Housewife","Hispanic","Catholic","Married"
"428",2,1,1,2,2,1,2,1,1,8,3,"Male",75,"High School","Unemployed","White","Christian","Married"
"429",1,1,1,2,2,1,3,1,2,10,3,"Female",53,"Degree","Full Time","White","Catholic","Married"
"430",1,1,1,2,2,1,1,1,1,10,3,"Female",77,"High School","Unemployed","White","Christian","Married"
"431",2,1,1,5,1,1,3,1,2,9,3,"Female",52,"Some College","Housewife","White","Christian","Married"
"432",3,1,1,7,1,0,2,2,2,7,3,"Male",51,"High School","Unemployed","White","Christian","Single"
"433",2,1,1,2,2,1,2,1,1,10,3,"Female",51,"High School","Housewife","White","Other","Married"
"434",2,1,2,3,2,1,2,1,2,8,3,"Male",28,"Degree","Full Time","White","Christian","Single"
"435",3,1,1,6,1,1,1,1,1,10,3,"Female",37,"Degree","Unemployed","White","Catholic","Married"
"436",1,1,1,2,2,1,1,1,2,7,3,"Male",39,"Some College","Full Time","White","Catholic","Married"
"437",3,1,1,6,0,1,2,1,2,10,3,"Female",70,"High School","Unemployed","White","Catholic","Married"
"438",2,1,3,5,1,1,2,1,2,8,3,"Female",49,"Degree","Self Employed","White","Christian","Married"
"439",1,1,1,1,2,1,3,1,1,10,3,"Male",52,"High School","Unemployed","White","Christian","Married"
"440",2,1,1,4,1,1,2,1,2,10,3,"Male",23,"Degree","Full Time","White","Catholic","Single"
"441",3,1,2,5,0,0,1,2,3,4,3,"Male",47,"Degree","Full Time","White","None","Separated"
"442",1,1,1,2,2,1,2,1,1,10,3,"Male",61,"Degree","Part Time","Other","Christian","Married"
"443",3,1,1,3,1,1,2,1,2,10,3,"Female",54,"Some College","Housewife","White","Christian","Married"
"444",2,1,2,2,1,1,1,1,2,8,3,"Male",69,"Degree","Unemployed","White","Christian","Married"
"445",3,1,6,1,2,1,2,1,1,10,3,"Male",72,"High School","Unemployed","White","Other","Widowed"
"446",3,1,3,7,0,0,2,1,4,3,3,"Male",62,"Degree","Full Time","White","None","Single"
"447",2,1,1,3,2,1,2,1,2,10,3,"Female",23,"Degree","Part Time","White","Catholic","Single"
"448",2,1,1,4,1,1,3,1,1,10,3,"Female",57,"Degree","Housewife","White","Christian","Married"
"449",2,1,1,4,1,1,2,1,2,10,3,"Female",71,"High School","Unemployed","Hispanic","Catholic","Married"
"450",2,1,1,7,0,1,3,1,2,10,3,"Male",41,"Degree","Full Time","White","None","Married"
"451",2,1,1,1,2,1,2,1,3,10,3,"Female",63,"Primary School","Unemployed","Hispanic","Catholic","Married"
"452",3,1,5,7,0,0,2,2,3,9,3,"Male",53,"High School","Other","White","None","Married"
"453",3,1,1,7,0,0,2,2,3,2,3,"Male",53,"High School","Full Time","Black","None","Single"
"454",3,1,1,3,2,1,1,1,2,10,3,"Male",52,"Degree","Full Time","White","Christian","Married"
"455",2,1,1,4,1,1,2,1,2,8,3,"Female",27,"Degree","Housewife","White","Catholic","Married"
"456",4,2,1,7,0,0,2,2,3,1,3,"Female",62,"High School","Unemployed","White",NA,"Married"
"457",3,1,1,7,0,1,3,2,4,5,3,"Female",71,"Primary School","Unemployed","White","None","Widowed"
"458",2,1,3,2,1,1,2,1,1,10,3,"Male",47,"High School","Full Time","White","Catholic","Single"
"459",2,1,1,1,2,1,2,1,1,10,3,"Male",70,"Degree","Part Time","White","Christian","Widowed"
"460",1,1,1,2,2,1,2,1,1,10,3,"Female",60,"High School","Unemployed","White","Catholic","Married"
"461",1,1,1,1,2,1,3,1,1,10,3,"Female",54,"Degree","Part Time","Hispanic","Catholic","Married"
"462",1,1,1,1,2,1,2,1,1,10,3,"Male",78,"Degree","Unemployed","Other","Catholic","Single"
"463",2,1,1,3,1,1,1,1,3,6,3,"Female",70,"Degree","Unemployed","Other","Catholic","Separated"
"464",2,1,1,2,2,1,4,1,1,9,3,"Female",69,"Degree","Self Employed","White","Catholic","Married"
"465",1,1,1,2,2,1,1,1,1,10,3,"Female",79,"High School","Unemployed","White","Christian","Married"
"466",1,1,5,2,2,1,2,1,1,10,3,"Male",40,"Degree","Full Time","White","Catholic","Married"
"467",3,1,1,7,0,1,1,1,1,10,3,"Female",34,"Some College","Housewife","White","Christian","Married"
"468",2,1,6,6,0,1,1,2,3,8,3,"Male",46,"High School","Self Employed","White","Christian","Married"
"469",3,1,5,1,2,1,1,1,1,10,3,"Female",19,"High School","Other","White","Other","Single"
"470",4,2,1,6,0,0,1,1,3,1,3,"Female",40,"Some College","Full Time","Other","Other","Married"
"471",2,1,1,2,2,1,1,1,1,10,3,"Male",46,"Some College","Self Employed","White","Other","Single"
"472",1,1,1,2,2,1,2,1,1,10,3,"Female",69,"High School","Unemployed","Hispanic","Christian","Married"
"473",3,1,1,7,0,1,3,2,2,10,3,"Male",48,"High School","Unemployed","Black","Christian","Single"
"474",3,1,1,2,2,1,3,1,2,8,3,"Female",70,"Some College","Unemployed","White","Christian","Married"
"475",1,1,1,3,2,1,1,1,1,10,3,"Male",49,"High School","Full Time","White","Christian","Married"
"476",2,1,1,4,1,1,2,1,2,8,3,"Male",66,"Degree","Unemployed","White","Christian","Widowed"
"477",3,1,1,6,1,1,3,1,2,8,3,"Female",55,"Some College","Unemployed","White","Christian","Married"
"478",4,2,1,7,0,0,2,2,4,1,3,"Male",79,"Degree","Unemployed","White","None","Widowed"
"479",2,1,1,3,2,1,2,1,2,10,3,"Male",69,"Degree","Unemployed","White","Other","Married"
"480",3,1,1,2,2,1,1,2,2,8,3,"Male",57,"Degree","Full Time","White","Other","Single"
"481",1,1,1,7,0,1,1,2,3,10,3,"Female",24,"High School","Unemployed","Black","None","Single"
"482",2,1,2,3,2,1,2,1,2,9,3,"Female",25,"Degree","Full Time","White","Catholic","Single"
"483",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,"Female",25,"Degree",NA,"White",NA,"Single"
"484",2,1,1,7,0,1,2,2,3,7,3,"Female",24,"Some College","Other","White","Other","Married"
"485",3,1,1,7,0,1,1,1,2,7,3,"Male",54,"High School","Full Time","White","Other","Married"
"486",1,1,5,2,2,1,2,1,1,1,3,"Female",77,"Some College","Housewife","Hispanic","Catholic","Widowed"
"487",3,1,1,4,1,0,1,1,2,9,3,"Female",29,"Degree","Full Time","White","Christian","Single"
"488",1,1,1,2,2,1,1,1,1,9,3,"Female",59,"Degree","Self Employed","White","Christian","Married"
"489",1,1,1,2,2,1,3,1,1,10,3,"Male",55,"Degree","Full Time","White","Other","Married"
"490",1,1,1,2,2,1,3,1,1,10,3,"Female",69,"High School","Unemployed","White","Catholic","Married"
"491",2,1,1,2,2,1,1,1,1,10,3,"Male",67,"Some College","Unemployed","White","Christian","Widowed"
